gpuUtilization,vramUsage,powerDraw
0.03469851316576183,0.6676780505110402,293.6637571377572
0.02552420578166821,0.8268331823197115,239.10450158974797
0.39248005570645483,0.9460474970016038,201.02595945563343
0.5574424852508186,0.8148489712861626,256.1310096436082
0.21726096307063186,0.34273947281463607,222.92823168643062
0.12047969300461979,0.7331656429176431,297.2325395988011
0.44463354061264376,0.4966732369981555,208.51167167250495
0.3780215770877401,0.7698536980119141,311.8623697424064
0.22901993948283816,0.6975922609355248,158.6864316685833
0.4841756513049772,0.5701293452381132,283.85492634276085
0.25296577593432135,0.4167038554891961,247.6047168147967
0.36303609330713177,0.8066297532873016,295.5127084303987
0.26864810300339326,0.563443228705273,300.59204215339014
0.2363022887908928,0.9465085546939317,245.88191433371279
0.16525864308538624,0.39545659544105205,291.4558750343925
0.3974599214532012,0.5923439815624753,329.06523137336594
0.45811083620006286,0.765558799451734,229.8369766953727
0.17975284763523477,0.6870373777528965,232.93552726579806
0.32114846086516107,0.5751547899395818,207.3589146537389
0.2892708314506209,0.8798749839795436,234.76501960829145
0.2603659447756097,0.8266269060908863,229.28871092874133
0.09631152300151607,0.6620704398561282,304.755067974651
0.29241917171955877,0.698210172334447,215.4188622586343
0.4422682918148477,0.6134165923609002,258.5922030690162
0.21629091485571404,0.7714332489792086,256.96426826019693
0.3363402397340329,0.8379862419413398,315.54570845440204
0.33196545177069623,0.6763647053128609,280.9222449188023
0.30891205149375094,0.710761697829714,291.3583550978149
0.4817886303272494,0.648493251265778,256.5548504581942
0.22339222437871485,0.7837025210200434,285.6999092757364
0.6328225468967008,0.8187688294152257,286.84858412619773
0.3451507590237761,0.7966467019169276,245.32019716370857
0.29015634585921323,0.8018437998051123,252.1661044106845
0.3488095943725951,0.7893800118443053,240.80358104703113
0.27035774783577986,0.7951599237797342,219.7702382322445
0.34695647998605084,0.7431434527337869,232.870789666927
0.2599191272924577,0.7642612985206646,238.3518166740595
0.6593292473615426,0.7697498263185162,287.82485986038836
0.3254643204248518,0.7057217760068921,253.5039200092324
0.19317093549178718,0.8527648925606325,206.96728904456495
0.48085518732708044,0.3134402762595872,313.5810735058879
0.465835595395728,0.6677841947643202,219.03248705102288
0.4153033821168752,0.6311684822996545,152.63673830840037
0.2420732541666407,0.8894005357050464,250.2740890173977
0.20763633358820618,0.6739711238058821,230.57749857280604
0.07461243981482353,0.7346339511744537,277.2162336387493
0.5410199425934864,0.6220956534636548,238.36090414622953
0.524419627020325,0.6728671708183204,272.4035571494714
0.245983063279631,0.3956995904573863,156.904626814986
