10 a8e3e6534c59fd71b10a86ca1116e354be546b7f ima-ng sha256:b74c578dfed2344ce90d93363b8181b465b91442c9c838fe7bbc252292de5cbc boot_aggregate
10 0b5a1ee5112b581fc74040146ce5bdb607c1e1ac ima-ng sha256:d9d1775d643f6f70a1a6f646dfe023052765f558a167ec58951ad2f1013b3e46 /init
10 fbc981e4b231cc9b0677302e85761ad99b628c6f ima-ng sha256:f5f25da321f9341462205d8fd6ec918bba89ad5ea5dc9f6d875d5174d1936422 /usr/bin/sh
10 b3a3fbbce45b90ee05fdbedae11dcff1e64e2475 ima-ng sha256:9739c1dc9bff2b11533a38d4218a1a926638a4d8262ef1c9d75c17290ac257e9 /usr/lib/x86_64-linux-gnu/ld-linux-x86-64.so.2
10 b75249e3d684ed3b3ebcbfec086816eaadf3ca0f ima-ng sha256:c4830e5ed5724409e4b2785603b02d29b17cc2bac1a397123bb5be38403088d2 /etc/ld.so.cache
10 621dbd7870b4deed9e4bace91e6f2eeca2deff07 ima-ng sha256:6e28ee37e8e1ee5ddb4292d58a668b8cd5bb5f928390b07021d842a91fff9f2b /usr/lib/x86_64-linux-gnu/libc.so.6
10 0f8b2256c6159adfec34fc26b0f70f62b189e9a6 ima-ng sha256:91f2413151b7b0451ce0b6cedc7e5919931acf792d9a26645c0deb3bc230d9fe /conf/arch.conf
10 4ca27c56eba7dd5535fc2c4d5d733e39c490e510 ima-ng sha256:5235ceda36f17ee742839d8c0210350142c35f61a51046627a308a3822f592c2 /conf/initramfs.conf
10 715d337c9a41648a69c3f5613a7aed6bb14a6e83 ima-ng sha256:6496880098f6e189d6350feadd0d7ea9e73a87767937eb937e9fe3dca9947c5b /scripts/functions
10 9debecc33bc1a7b1c9103922581b8d4cd7f7a04f ima-ng sha256:834649687f3bfb740103692123881f79a46b16620c202c21350b82d601474942 /scripts/init-top/ORDER
10 53348acf965694b535dbabadf80b4220cb911940 ima-ng sha256:d6e4045a43660a69a33d623c8dc8fb3fd219def71efacf75dccc4bd024ca497f /scripts/init-top/all_generic_ide
10 0d0059a86ebd7752476a86167a54abb11a76f6df ima-ng sha256:50d990344cb18e8fad0d77992e68ca2c504283d578abb358ffbd90342a03ebf2 /scripts/init-top/blacklist
10 1d732f0c26b62cce5b39cfc0e963f1a4c730830d ima-ng sha256:102a4b8aaab87cc1d16a24486da556a8571bb2834059719565ac61b6968da6f6 /scripts/init-top/udev
10 bed97a23be8da4f1cdeaa30d1f249b666eea7ecb ima-ng sha256:7a27c0cc337ebc72fffdd5576d1177e00467938e22155d67c3610633a68cec4e /usr/bin/udevadm
10 cc06e716617e514fd7b6a8f3fd35f0b75366bf8b ima-ng sha256:d64f52356563ff57cd89cf29a6b2cd6cc60334b2a9e15984ad19b94906b0d8e4 /usr/lib/x86_64-linux-gnu/libkmod.so.2.3.7
10 478bb602743072871efa4eeda95869027b0363eb ima-ng sha256:b35d4bbf00844a585e02502b8a1db17b740a0127e2fb9a4428a83eaa0f23be65 /usr/lib/x86_64-linux-gnu/libacl.so.1.1.2301
10 4c0bae96e04c56ba3b158aea4fb5c558bb6d3c8d ima-ng sha256:16beebd82fee33310c355a040128b5f2fa78a73f2619919c34550732acc4ff42 /usr/lib/x86_64-linux-gnu/libblkid.so.1.1.0
10 0a9be713ff606843e2523119613bbc6659a7d428 ima-ng sha256:a87681f705c09fc97f23db4dccc0c9a0fd34cf73698251361d8c6ccbf26efe75 /usr/lib/x86_64-linux-gnu/libcap.so.2.44
10 70dc3756ce4ddbbf707adbe36987877b51e4d9ad ima-ng sha256:624eb1e6a7510e0983e9caa1bbf3e1966acb64fd6d3ad4db94528addbe1e7224 /usr/lib/x86_64-linux-gnu/libselinux.so.1
10 14510751f69ff904f616bd715eeea0b666bc6226 ima-ng sha256:5df4f4df42d76270bb6981fabc7c1fdccd8ad28a23d84d67f73203fb3f537667 /usr/lib/x86_64-linux-gnu/libzstd.so.1.4.8
10 d58d555b2f314d1eca90104527c60ee822d86f5d ima-ng sha256:493cb401ab4aa3bba611ca464d12996afb3b327940d29476f535f999e167439b /usr/lib/x86_64-linux-gnu/liblzma.so.5.2.5
10 3fe4c1d1184581db444000963212f32007f02748 ima-ng sha256:ef58def3bb20b203d413fd8e44bb9a4ce300573cf99ed43a12eddfac9e8cc17c /usr/lib/x86_64-linux-gnu/libcrypto.so.3
10 310e3ac629504ccb941dc3550639230adbdd98e3 ima-ng sha256:f887eed7d0df7073f3d8bdc9e60d35082453b10165cf45359b5019e33ba2b9ec /usr/lib/x86_64-linux-gnu/libpcre2-8.so.0.10.4
10 98f7908e3a8800fb95c40b694aba3d49a4463a7d ima-ng sha256:72bcc7dc13cdacc3ec82832c653e1fc5ae0ca37ead4e3785550f0ce2a6558f45 /etc/udev/udev.conf
10 b1e74692408601989013a5248710022b8cc8c2f7 ima-ng sha256:b4a6e4b5ee5bae3800b1b6131dd78b2a54f346de741ed94ab04fd676e7995bb4 /usr/lib/udev/hwdb.bin
10 e72b479e823b9533844cdba4647b5a220d0cb47b ima-ng sha256:1dbaaff0fe90f85e067674d0ff50f80732949f6123771ac50727e7200dde3ee7 /usr/lib/modprobe.d/aliases.conf
10 fa8b3048e2c88b06c94399e6405a75654aefdccf ima-ng sha256:f852fba1cee11675a1ff194ff1ad7983bc2041c2ba448c34d1977ff0ac8c6a5d /etc/modprobe.d/alsa-base.conf
10 62bea0e3edfce4d7d9de37fa0b0281be87a71389 ima-ng sha256:f17b12aa7a202bb4f0ed09cbb45561417986fded2cfcf861364f84c8f3d42fb8 /etc/modprobe.d/amd64-microcode-blacklist.conf
10 e2f0e389e684cce508db9af77fe9d206a878b69f ima-ng sha256:1bca34650bd5b96b3b0a5c880f04e01e8151cae85af7d69c9a00adfaaca6c5bd /etc/modprobe.d/blacklist-ath_pci.conf
10 6f2d39fc005d1ca8ffae39c66d8c8a34d6d59fb6 ima-ng sha256:37c8be8a4b292b28bf683edf18ca2ad77467d0384b6c5c030c11f8d1de4e822d /etc/modprobe.d/blacklist-firewire.conf
10 66cba48617663522e3bbca4c62e42cdcd6f334e6 ima-ng sha256:383278f65de289767c8c0564fa31038a3980e76223160c4c3fb70ddc6fcf403a /etc/modprobe.d/blacklist-framebuffer.conf
10 186abbdee99a47694b04b145777462308bddc61d ima-ng sha256:3830817ba47d81c7f646bc172a8f2d434d226cb1c5909c7f2b23ffaf68af863f /etc/modprobe.d/blacklist-modem.conf
10 d88aacb35298c58c61a7067560beb8b1b5e6532b ima-ng sha256:eae9a7b260d5a361699e8b20d874a29a68a4639b2da7770e7cc432232e34120a /usr/lib/linux-sound-base/noOSS.modprobe.conf
10 b5d26632d10cf264d04f00988754cfaa2d2ed9b1 ima-ng sha256:d63190beb14c3ab0ad848d9ad17cf7eafecf3df9814fe390107ce68659d4d73c /etc/modprobe.d/blacklist-rare-network.conf
10 7b364620213626653beb5123fbc3290015c86a4c ima-ng sha256:6854dbe3a233ab035ae6593c9bb577d1859d32a934e6fb2d60aaba99a4e45cb8 /etc/modprobe.d/blacklist.conf
10 f85d6f5ac0006fae7ee5542b948f7cf97dbe982a ima-ng sha256:7f54bbf57983ad0298b1b2f4ffb3d2af8e36e2347240d72e6858e04268ca31ee /usr/lib/modprobe.d/blacklist_linux-hwe-6.8_6.8.0-40-generic.conf
10 4385b12f0e96699371c4f1b165605d09a3ae5235 ima-ng sha256:e4b4e6b7320a53eb101b81d0b06199787a414a61cc2f7d3478c2694cdac0a8c6 /usr/lib/modprobe.d/blacklist_linux-hwe-6.8_6.8.0-87-generic.conf
